Year,Item ID,Material,Item Category,Item Detail 1,Item Detail 2,Item Size,Size Unit of Measure,Size Note,Comment,Standard Length (mm),Standard Width or Diameter (mm),Standard Height (mm),Standard Interior Diameter (mm),Standard Thinkness / Wall (mm),Item Length Measured (m),Item Width Measured (m),Full Units Counted,Quantity Unit of Measure,Quantity Scapped,Unit price incl VAT,VAT,Source Quantity on hand value excl VAT rounded
2021,GLS00007,Glass,Clip,Spherical,Nickel,NS19,,,No Size units and measurement available,,,,,,,,4,each,,146.66,0.14,514.5964912
2021,GLS00008,Glass,Clip,Spherical,Nickel,NS29,,,No Size units and measurement available,,,,,,,,5,each,,166.91,0.14,732.0614035
2021,GLS00009,Glass,Clip,Spherical,POM,NS13,,,No Size units and measurement available,,,,,,,,8,each,,41.03,0.14,287.9298246
2021,GLS00010,Glass,Clip,Spherical,POM,NS19,,,No Size units and measurement available,,,,,,,,2,each,,42.42,0.14,74.42105263
2021,GLS00011,Glass,Cone,Langpunt,,14,,,No Size units and measurement available,,,,,,,,53,each,,31.33,0.14,1456.570175
2021,GLS00012,Glass,Cone,Langpunt,,19,,,No Size units and measurement available,,,,,,,,20,each,,37.98,0.14,666.3157895
2021,GLS00013,Glass,Cone,Langpunt,,24,,,No Size units and measurement available,,,,,,,,26,each,,46.02,0.14,1049.578947
2021,GLS00014,Glass,Cone,Langpunt,,29,,,No Size units and measurement available,,,,,,,,5,each,,48.24,0.14,211.5789474
2021,GLS00015,Glass,Cone,Langpunt,,34,,,No Size units and measurement available,,,,,,,,23,each,,86.5,0.14,1745.175439
2021,GLS00016,Glass,Cone,Langpunt,,40,,,No Size units and measurement available,,,,,,,,8,each,,117,0.14,821.0526316
2021,GLS00017,Glass,Cone,Langpunt,,45,,,No Size units and measurement available,,,,,,,,2,each,,117,0.14,205.2631579
2021,GLS00018,Glass,Cone,,,14,,,No Size units and measurement available,,,,,,,,33,each,,29.66,0.14,858.5789474
2021,GLS00019,Glass,Cone,,,19,,,No Size units and measurement available,,,,,,,,27,each,,37.43,0.14,886.5
2021,GLS00020,Glass,Cone,,,24,,,No Size units and measurement available,,,,,,,,6,each,,42.98,0.14,226.2105263
2021,GLS00021,Glass,Cone,,,29,,,No Size units and measurement available,,,,,,,,9,each,,44.64,0.14,352.4210526
2021,GLS00022,Glass,Cone,,,34,,,No Size units and measurement available,,,,,,,,14,each,,82.34,0.14,1011.192982
2021,GLS00023,Glass,Cone,,,40,,,No Size units and measurement available,,,,,,,,4,each,,108.96,0.14,382.3157895
2021,GLS00024,Glass,Cone,,,45,,,No Size units and measurement available,,,,,,,,11,each,,108.95,0.14,1051.27193
2021,GLS00025,Glass,Filter disc,Por 0,,25,mm,,,,25,,,,,,19,each,,57,0.14,950
2021,GLS00026,Glass,Filter disc,Por 2,,60,mm,,,,60,,,,,,1,each,,154.71,0.14,135.7105263
2021,GLS00027,Glass,Filter disc,Por 3,,10,mm,,,,10,,,,,,5,each,,47.69,0.14,209.1666667
2021,GLS00028,Glass,Filter disc,Por 3,,20,mm,,,,20,,,,,,1,each,,49.35,0.14,43.28947368
2021,GLS00029,Glass,Filter disc,Por 3,,30,mm,,,,30,,,,,,1,each,,56.01,0.14,49.13157895
2021,GLS00030,Glass,Filter disc,Por 3,,50,mm,,,,50,,,,,,12,each,,96.48,0.14,1015.578947
2021,GLS00031,Glass,Filter disc,Por 3,,65,mm,,,,65,,,,,,6,each,,232.61,0.14,1224.263158
2021,GLS00032,Glass,Filter disc,Por 4,,50,mm,,,,50,,,,,,8,each,,111.46,0.14,782.1754386
2021,GLS00033,Glass,Filter disc,Por 5,,50,mm,,,,50,,,,,,2,each,,345.17,0.14,605.5614035
2021,GLS00034,Glass,Hose bent,,,GL 14,,,No Size units and measurement available,,,,,,,,0,each,,14.97,0.14,0
2021,GLS00035,Glass,Joint,Spherical,Ball,19,,,No Size units and measurement available,,,,,,,,6,each,,120.75,0.14,635.5263158
2021,GLS00036,Glass,Joint,Spherical,Ball,29,,,No Size units and measurement available,,,,,,,,3,each,,147.78,0.14,388.8947368
2021,GLS00039,Glass,Joint,Spherical,Cup,19,,,No Size units and measurement available,,,,,,,,18,each,,120.75,0.14,1906.578947
2021,GLS00038,Glass,Joint,Spherical,Cup,29,,,No Size units and measurement available,,,,,,,,6,each,,147.78,0.14,777.7894737
2021,GLS00040,Glass,Joint,Spherical,Cup,35,,,No Size units and measurement available,,,,,,,,9,each,,184,0.14,1452.631579
2021,GLS00041,Glass,Rod,Boro,,5,mm,,,,5,,,,32.3,,,m,,31.55,0.14,893.9166667
2021,GLS00042,Glass,Rod,Boro,,6,mm,,,,6,,,,17.49,,,m,,45.36,0.14,695.9178947
2021,GLS00043,Glass,Rod,Boro,,8,mm,,,,8,,,,30.78,,,m,,52.62,0.14,1420.74
2021,GLS00044,Glass,Rod,Boro,,9,mm,,,,9,,,,7.67,,,m,,66.83,0.14,449.6369298
2021,ELN00001,Ertalon,Rod,,,40,mm,,,,40,,,,0.15,,,m,,140.8,0.14,18.52631579
2021,ELN00002,Ertalon,Rod,,,50,mm,,,,50,,,,0.515,,,m,,459.11,0.14,207.4049561
2021,ELT00001,Ertalyte,Rod,,,20,mm,,,,20,,,,0,,,m,,90.08,0.14,0
2021,ELT00002,Ertalyte,Rod,,,40,mm,,,,40,,,,0,,,m,,354.94,0.14,0
2021,ELT00003,Ertalyte,Rod,,,60,mm,,,,60,,,,0.16,,,m,,459.11,0.14,64.43649123
2021,VLN00001,Vescolene,Rod,,,20,mm,,,,20,,,,0,,,m,,23.42,0.14,0
2021,VLN00002,Vescolene,Rod,,,25,mm,,,,25,,,,0,,,m,,36.28,0.14,0
2021,VLN00003,Vescolene,Rod,,,30,mm,,,,30,,,,0,,,m,,51.93,0.14,0
2021,VNT00001,Vesconite,Rod,,,12,mm,,,,12,,,,0.425,,,m,,236.95,0.14,88.33662281
2021,VNT00002,Vesconite,Rod,,,18,mm,,,,18,,,,0.38,,,m,,337.2,0.14,112.4
2021,VNT00003,Vesconite,Rod,,,25,mm,,,,25,,,,0,,,m,,581.74,0.14,0
2021,VNT00004,Vesconite,Rod,,,30,mm,,,,30,,,,0.31,,,m,,808.94,0.14,219.9749123
2021,VNT00005,Vesconite,Rod,,,35,mm,,,,35,,,,0.66,,,m,,1063.24,0.14,615.56
2021,VNT00006,Vesconite,Rod,,,40,mm,,,,40,,,,0.735,,,m,,1392.62,0.14,897.8734211
2021,VNL00001,Vesconylon,Rod,,,20,mm,,,,20,,,,0,,,m,,77.41,0.14,0
2021,VNL00002,Vesconylon,Rod,,,25,mm,,,,25,,,,2.055,,,m,,77.41,0.14,139.5417105
2021,PSP00001,Perspex,Rod,,,6,mm,,,,6,,,,0.53,,,m,,28.73,0.14,13.35692982
2021,PSP00002,Perspex,Rod,,,8,mm,,,,8,,,,0.84,,,m,,42.86,0.14,31.58105263
2021,PSP00003,Perspex,Rod,,,10,mm,,,,10,,,,0,,,m,,63.68,0.14,0
2021,PSP00004,Perspex,Rod,,,40,mm,,,,40,,,,0,,,m,,1031.34,0.14,0
2021,PSP00005,Perspex,Rod,,,70,mm,,,,70,,,,0,,,m,,362.44,0.14,0
2021,PCN00001,Polycarbonate,Rod,,,26,mm,,,,26,,,,1,,,m,,173.67,0.14,152.3421053
2021,PVC00001,PVC,Rod,,,5,mm,,,,5,,,,9.545,,,m,,5.28,0.14,44.20842105
2021,PVC00002,PVC,Rod,,,6,mm,,,,6,,,,15.065,,,m,,7.82,0.14,103.340614
2021,PVC00003,PVC,Rod,,,8,mm,,,,8,,,,15.2,,,m,,13.82,0.14,184.2666667
2021,PVC00004,PVC,Rod,,,10,mm,,,,10,,,,5.88,,,m,,21.45,0.14,110.6368421
2021,PVC00005,PVC,Rod,,,12,mm,,,,12,,,,3.205,,,m,,30.92,0.14,86.92859649
2021,PVC00006,PVC,Rod,,,15,mm,,,,15,,,,4.39,,,m,,47.82,0.14,184.1489474
2021,PVC00007,PVC,Rod,,,20,mm,,,,20,,,,5,,,m,,51.5,0.14,225.877193
2021,PVC00008,PVC,Rod,,,25,mm,,,,25,,,,3.73,,,m,,93.15,0.14,304.7802632
2021,PVC00009,PVC,Rod,,,30,mm,,,,30,,,,1.79,,,m,,114.44,0.14,179.6908772
2021,PVC00010,PVC,Rod,,,35,mm,,,,35,,,,0,,,m,,191.98,0.14,0
2021,PVC00011,PVC,Rod,,,40,mm,,,,40,,,,1.61,,,m,,202.46,0.14,285.9303509
2021,PVC00012,PVC,Rod,,,50,mm,,,,50,,,,1.91,,,m,,316.89,0.14,530.9297368
2021,PVC00013,PVC,Rod,,,60,mm,,,,60,,,,0,,,m,,722.82,0.14,0
2021,PVC00014,PVC,Rod,,,90,mm,,,,90,,,,0.11,,,m,,1321.7,0.14,127.5324561
2021,GLS00045,Glass,Screw cap,Closed,,GL 14,,,No Size units and measurement available,,,,,,,,17,each,,24.4,0.14,363.8596491
2021,GLS00046,Glass,Screw cap,Closed,,GL 18,,,No Size units and measurement available,,,,,,,,1,each,,27.72,0.14,24.31578947
2021,GLS00047,Glass,Screw cap,Closed,,GL 25,,,No Size units and measurement available,,,,,,,,10,each,,34.66,0.14,304.0350877
2021,GLS00048,Glass,Screw cap,Closed,,GL 32,,,No Size units and measurement available,,,,,,,,14,each,,46.58,0.14,572.0350877
2021,GLS00049,Glass,Screw cap,With aperture,,GL 14,,,No Size units and measurement available,,,,,,,,0,each,,14.14,0.14,0
2021,ALM00040,Aluminium,Sheet,Anodised,,1.1,mm,,,2440,1220,,,1.1,0,0,,m²,,815.36,0.14,0
2021,PSP00006,Perspex,Sheet,Black,,5,mm,,,3050,2030,,,5,1.54,1.465,,m²,,733.58,0.14,1451.78056
2021,PSP00007,Perspex,Sheet,Blue,,3,mm,,,3050,2030,,,3,1.55,1.285,,m²,,440.15,0.14,769.0076864
2021,BRS00045,Brass,Sheet,Engraving,,0.8,mm,,,600,2000,,,0.8,0.745,0.6,,m²,,1402.96,0.14,550.108
2021,BRS00046,Brass,Sheet,Engraving,,1.2,mm,,,600,2000,,,1.2,1.985,0.6,,m²,,1492.6,0.14,1559.374211
2021,BRS00047,Brass,Sheet,Engraving,,1.6,mm,,,600,2000,,,1.6,1.705,0.6,,m²,,1989.3,0.14,1785.135
2021,BRS00048,Brass,Sheet,Engraving,,2,mm,,,600,2000,,,2,0.255,0.6,,m²,,2076,0.14,278.6210526
2021,BRS00049,Brass,Sheet,Engraving,,3,mm,,,600,2000,,,3,0.525,0.6,,m²,,2435,0.14,672.8289474
2021,MST00070,Mild steel,Sheet,Galvinised,,0.5,mm,,,2450,1225,,,0.5,1.805,0.93,,m²,,62.37,0.14,91.839825
2021,MST00070,Mild steel,Sheet,Galvinised,,0.5,mm,,,2450,1225,,,0.5,1.805,0.93,,m²,,62.37,0.14,91.839825
2021,MST00070,Mild steel,Sheet,Galvinised,,0.5,mm,,,2450,1225,,,0.5,1.805,0.93,,m²,,62.37,0.14,91.839825
2021,MST00071,Mild steel,Sheet,Galvinised,,0.7,mm,,,2450,1225,,,0.7,1.71,1.23,,m²,,109.77,0.14,202.52565
2021,MST00072,Mild steel,Sheet,Galvinised,,1,mm,,,2450,1225,,,1,0,0,,m²,,101.13,0.14,0
2021,MST00072,Mild steel,Sheet,Galvinised,,1,mm,,,2450,1225,,,1,2.03,1.23,,m²,,101.13,0.14,221.5013132
2021,MST00072,Mild steel,Sheet,Galvinised,,1,mm,,,2450,1225,,,1,0.975,1.23,,m²,,101.13,0.14,106.3860987
2021,MST00072,Mild steel,Sheet,Galvinised,,1,mm,,,2450,1225,,,1,1.51,1.23,,m²,,101.13,0.14,164.7620605
2021,MST00072,Mild steel,Sheet,Galvinised,,1,mm,,,2450,1225,,,1,1.755,1.23,,m²,,101.13,0.14,191.4949776
2021,MST00073,Mild steel,Sheet,Galvinised,,1.2,mm,,,2450,1225,,,1.2,0,0,1,m²,,120.29,0.14,316.6845285
2021,MST00074,Mild steel,Sheet,Galvinised,,1.6,mm,,,2450,1225,,,1.6,2.45,0.45,,m²,,158.22,0.14,153.0153947
2021,PSP00008,Perspex,Sheet,Green,,3,mm,,,3050,2030,,,3,1.94,1.51,,m²,,377.41,0.14,969.8112754
2021,SST00040,Stainless steel,Sheet,Magnetic,Bright,0.5,mm,,No standard length and width available,,,,,0.5,2.05,0.2,,m²,,179.95,0.14,124.03
2021,SST00041,Stainless steel,Sheet,Magnetic,Bright,0.8,mm,,No standard length and width available,,,,,0.8,1.98,1.25,,m²,,320,0.14,694.7368421
2021,SST00042,Stainless steel,Sheet,Magnetic,Bright,1,mm,,No standard length and width available,,,,,1,1.905,1.22,,m²,,350,0.14,713.5394737
2021,PSP00009,Perspex,Sheet,Opal,,3,mm,,,3050,2030,,,3,1.54,1.39,,m²,,360.92,0.14,677.7064491
2021,PSP00010,Perspex,Sheet,Opal,,5,mm,,,3050,2030,,,5,2.03,0.79,,m²,,723.737,0.14,1018.120199
2021,PSP00010,Perspex,Sheet,Opal,,5,mm,,,3050,2030,,,5,2.03,0.79,,m²,,723.737,0.14,1018.120199
2021,PSP00010,Perspex,Sheet,Opal,,5,mm,,,3050,2030,,,5,2.03,0.79,,m²,,723.737,0.14,1018.120199
2021,PSP00010,Perspex,Sheet,Opal,,5,mm,,,3050,2030,,,5,2.03,0.79,,m²,,723.737,0.14,1018.120199
2021,PSP00010,Perspex,Sheet,Opal,,5,mm,,,3050,2030,,,5,1.02,0.91,,m²,,723.737,0.14,589.2742837
2021,PSP00010,Perspex,Sheet,Opal,,5,mm,,,3050,2030,,,5,1.02,0.91,,m²,,723.737,0.14,589.2742837
2021,PSP00010,Perspex,Sheet,Opal,,5,mm,,,3050,2030,,,5,1.02,0.91,,m²,,723.737,0.14,589.2742837
2021,PSP00010,Perspex,Sheet,Opal,,5,mm,,,3050,2030,,,5,1.02,0.91,,m²,,723.737,0.14,589.2742837
2021,PSP00010,Perspex,Sheet,Opal,,5,mm,,,3050,2030,,,5,1.02,0.91,,m²,,723.737,0.14,589.2742837
2021,PSP00010,Perspex,Sheet,Opal,,5,mm,,,3050,2030,,,5,1.02,0.91,,m²,,723.737,0.14,589.2742837
2021,PSP00010,Perspex,Sheet,Opal,,5,mm,,,3050,2030,,,5,1.02,0.91,,m²,,723.737,0.14,589.2742837
2021,PSP00010,Perspex,Sheet,Opal,,5,mm,,,3050,2030,,,5,1.02,0.91,,m²,,723.737,0.14,589.2742837
2021,PSP00010,Perspex,Sheet,Opal,,5,mm,,,3050,2030,,,5,1.03,0.91,,m²,,723.737,0.14,595.0514825
2021,PSP00010,Perspex,Sheet,Opal,,5,mm,,,3050,2030,,,5,1.03,0.91,,m²,,723.737,0.14,595.0514825
2021,PSP00010,Perspex,Sheet,Opal,,5,mm,,,3050,2030,,,5,1.03,0.91,,m²,,723.737,0.14,595.0514825
2021,PSP00010,Perspex,Sheet,Opal,,5,mm,,,3050,2030,,,5,1.03,0.91,,m²,,723.737,0.14,595.0514825
2021,PSP00010,Perspex,Sheet,Opal,,5,mm,,,3050,2030,,,5,1.03,0.91,,m²,,723.737,0.14,595.0514825
2021,PSP00010,Perspex,Sheet,Opal,,5,mm,,,3050,2030,,,5,1.03,0.91,,m²,,723.737,0.14,595.0514825
2021,PSP00010,Perspex,Sheet,Opal,,5,mm,,,3050,2030,,,5,1.03,0.91,,m²,,723.737,0.14,595.0514825
2021,PSP00010,Perspex,Sheet,Opal,,5,mm,,,3050,2030,,,5,1.03,0.91,,m²,,723.737,0.14,595.0514825
2021,ALM00041,Aluminium,Sheet,Ripple plate,,1,mm,,,2500,1250,,,1,2.505,1.25,,m²,,215,0.14,590.5427632
2021,PVC00015,PVC,Sheet,Simona,,5,mm,,,2000,1000,,,5,1.455,1,,m²,,801.36,0.14,1022.788421
2021,PVC00015,PVC,Sheet,Simona,,5,mm,,,2000,1000,,,5,0.76,0.35,,m²,0.266,801.36,0.14,0
2021,PVC00016,PVC,Sheet,Simona,,6,mm,,,2000,1000,,,6,2.44,1.06,,m²,,975.57,0.14,2213.345832
2021,PVC00016,PVC,Sheet,Simona,,6,mm,,,2000,1000,,,6,1.215,0.395,,m²,,975.57,0.14,410.7021336
2021,PVC00017,PVC,Sheet,Simona,,6.5,mm,,,2000,1000,,,6.5,0.59,0.395,,m²,,975.57,0.14,199.4356039
2021,PSP00011,Perspex,Sheet,Tinted,,3,mm,,,3050,2030,,,3,0.785,0.74,,m²,,440.15,0.14,224.2834518
2021,ALM00042,Aluminium,Sheet,Vastrap,,2.8,mm,,,2500,1200,,,2.8,2.02,0.445,,m²,,376.58,0.14,296.9366333
2021,ALM00042,Aluminium,Sheet,Vastrap,,2.8,mm,,,2500,1200,,,2.8,2.02,0.445,,m²,,376.58,0.14,296.9366333
2021,ALM00042,Aluminium,Sheet,Vastrap,,2.8,mm,,,2500,1200,,,2.8,2.02,0.8,,m²,,376.58,0.14,533.8186667
2021,ALM00042,Aluminium,Sheet,Vastrap,,2.8,mm,,,2500,1200,,,2.8,2.02,0.8,,m²,,376.58,0.14,533.8186667
2021,PSP00012,Perspex,Sheet,White,,3,mm,,,3050,2030,,,3,0,0,,m²,,360.92,0.14,0
2021,PSP00012,Perspex,Sheet,White,,3,mm,,,3050,2030,,,3,0.85,0.455,,m²,,397.53,0.14,134.8637961
2021,PSP00012,Perspex,Sheet,White,,3,mm,,,3050,2030,,,3,1.955,1.37,,m²,,397.53,0.14,933.9688382
2021,ALM00043,Aluminium,Sheet,,,0.7,mm,,,2500,1250,,,0.7,2.5,1.25,3,m²,,94.85,0.14,1040.02193
2021,ALM00044,Aluminium,Sheet,,,0.9,mm,,,2500,1250,,,0.9,2.38,1.25,,m²,,120.38,0.14,314.1495614
2021,ALM00045,Aluminium,Sheet,,,1,mm,,,2500,1250,,,1,2.31,1.25,,m²,,126.38,0.14,320.1072368
2021,ALM00045,Aluminium,Sheet,,,1,mm,,,2500,1250,,,1,2.37,1.25,,m²,,126.38,0.14,328.4217105
2021,ALM00045,Aluminium,Sheet,,,1,mm,,,2500,1250,,,1,2.5,1.25,,m²,3.125,126.38,0.14,0
2021,ALM00046,Aluminium,Sheet,,,1.2,mm,,,2500,1250,,,1.2,2.5,1.25,2,m²,,162.34,0.14,1335.032895
2021,ALM00046,Aluminium,Sheet,,,1.2,mm,,,2500,1250,,,1.2,1.58,1.25,,m²,,162.34,0.14,281.2469298
2021,ALM00046,Aluminium,Sheet,,,1.2,mm,,,2500,1250,,,1.2,2.065,1.25,,m²,,162.34,0.14,367.579057
2021,ALM00046,Aluminium,Sheet,,,1.2,mm,,,2500,1250,,,1.2,2.5,1.25,,m²,,162.34,0.14,110.3627193
2021,ALM00047,Aluminium,Sheet,,,1.6,mm,,,2500,1250,,,1.6,1.25,1.035,,m²,,228.9,0.14,259.7713816
2021,ALM00047,Aluminium,Sheet,,,1.6,mm,,,2500,1250,,,1.6,2.07,1.25,,m²,2.5875,228.9,0.14,0
2021,ALM00047,Aluminium,Sheet,,,1.6,mm,,,2500,1250,,,1.6,2.215,1.25,,m²,2.76875,228.9,0.14,0
2021,ALM00047,Aluminium,Sheet,,,1.6,mm,,,2500,1250,,,1.6,2.5,1.25,,m²,,228.9,0.14,627.4671053
2021,ALM00048,Aluminium,Sheet,,,2,mm,,No Unit Price available,2500,1250,,,2,2.5,1.25,,m²,,,0.14,0
2021,ALM00048,Aluminium,Sheet,,,2,mm,,,2500,1250,,,2,1.155,0.75,,m²,0.86625,259.74,0.14,0
2021,ALM00049,Aluminium,Sheet,,,2.5,mm,,,2500,1250,,,2.5,1.455,1.25,,m²,1.81875,346.56,0.14,0
2021,ALM00049,Aluminium,Sheet,,,2.5,mm,,,2500,1250,,,2.5,2.105,0.81,,m²,,346.56,0.14,518.3352
2021,ALM00050,Aluminium,Sheet,,,3,mm,,,2500,1250,,,3,0.94,0.75,,m²,0.705,386.69,0.14,0
2021,ALM00051,Aluminium,Sheet,,,4.5,mm,,,2500,1250,,,4.5,1.25,1.25,,m²,,643.14,0.14,881.4967105
2021,ALM00052,Aluminium,Sheet,,,6,mm,,,2500,1250,,,6,2.5,1.255,,m²,,808.76,0.14,2225.863596
2021,ALM00053,Aluminium,Sheet,,,8,mm,,,2500,1250,,,8,1.185,0.95,,m²,,1386,0.14,1368.675
2021,ALM00054,Aluminium,Sheet,,,12,mm,,,2500,1250,,,12,0.225,0.305,,m²,,1660.98,0.14,99.986625
2021,ALM00054,Aluminium,Sheet,,,12,mm,,No Unit Price available,2500,1250,,,12,0.46,0.53,,m²,,,0.14,0
2021,ALM00054,Aluminium,Sheet,,,12,mm,,,2500,1250,,,12,1.74,1.27,,m²,,1660.98,0.14,3219.6786
2021,ALM00055,Aluminium,Sheet,,,12.5,mm,,,2500,1250,,,12.5,0,0,,m²,,1100,0.14,0
2021,ALM00056,Aluminium,Sheet,,,16,mm,,,2500,1250,,,16,1.005,0.69,,m²,,1400,0.14,851.6052632
2021,ALM00057,Aluminium,Sheet,,,20,mm,,,2500,1250,,,20,0.175,0.33,,m²,0.05775,1661,0.14,0
2021,ALM00057,Aluminium,Sheet,,,20,mm,,,2500,1250,,,20,0.45,0.41,,m²,0.1845,2185.3,0.14,0
2021,ALM00058,Aluminium,Sheet,,,25,mm,,,2500,1250,,,25,0.155,0.255,,m²,0.039525,4359.24,0.14,0
2021,ALM00058,Aluminium,Sheet,,,25,mm,,,2500,1250,,,25,0.475,0.38,,m²,0.1805,4359.24,0.14,0
2021,ALM00059,Aluminium,Sheet,,,30,mm,,,2500,1250,,,30,0.3,0.325,,m²,,0,0.14,0
2021,ALM00059,Aluminium,Sheet,,,30,mm,,,2500,1250,,,30,0.105,0.175,,m²,,0,0.14,0
2021,ALM00060,Aluminium,Sheet,,,40,mm,,,2500,1250,,,40,0.19,0.275,,m²,,5244.73,0.14,240.3834583
2021,ALM00061,Aluminium,Sheet,,,50,mm,,,2500,1250,,,50,0.38,0.455,,m²,0.1729,6950.15,0.14,0
2021,BRS00050,Brass,Sheet,,,4.8,mm,,,2000,1000,,,4.8,0.29,0.125,,m²,0.03625,4357.65,0.14,0
2021,BRS00050,Brass,Sheet,,,4.8,mm,,,2000,1000,,,4.8,1.65,0.9,,m²,,4358.65,0.14,5677.715132
2021,BRS00050,Brass,Sheet,,,4.8,mm,,,2000,1000,,,4.8,0.915,0.69,,m²,,4358.65,0.14,2413.889191
2021,BRS00051,Brass,Sheet,,,6.5,mm,,,2000,1000,,,6.5,1.8,0.9,,m²,,5643,0.14,8019
2021,BRS00052,Brass,Sheet,,,6.7,mm,,,2000,1000,,,6.7,0.495,0.425,,m²,,5643,0.14,1041.35625
2021,BRS00053,Brass,Sheet,,,8,mm,,,2000,1000,,,8,1.8,0.9,,m²,,8527.2,0.14,12117.6
2021,BRS00054,Brass,Sheet,,,9.7,mm,,,2000,1000,,,9.7,0.42,0.24,,m²,0.1008,8527.2,0.14,0
2021,BRS00054,Brass,Sheet,,,9.7,mm,,,2000,1000,,,9.7,1.27,0.9,,m²,,8527.2,0.14,8549.64
2021,BRS00055,Brass,Sheet,,,12.7,mm,,,2000,1000,,,12.7,0.9,0.45,,m²,,10822.02,0.14,3844.665
2021,BRS00055,Brass,Sheet,,,12.7,mm,,,2000,1000,,,12.7,0.9,0.71,,m²,,10822.02,0.14,6066.027
2021,BRS00055,Brass,Sheet,,,12.7,mm,,,2000,1000,,,12.7,0.45,0.295,,m²,,10822.02,0.14,1260.19575
2021,CPR00002,Copper,Sheet,,,0.9,mm,,,600,1800,,,0.9,0,0,1,m²,,1599.63,0.14,1515.438947
2021,CPR00002,Copper,Sheet,,,0.9,mm,,,600,1800,,,0.9,1.06,0.6,,m²,,1599.63,0.14,892.4251579
2021,CPR00002,Copper,Sheet,,,0.9,mm,,No Unit Price available,600,1800,,,0.9,0.28,0.385,,m²,,,0.14,0
2021,CPR00003,Copper,Sheet,,,3,mm,,,600,1800,,,3,0.98,0.5,,m²,,4116.67,0.14,1769.445877
2021,MST00075,Mild steel,Sheet,,,0.5,mm,,,2450,1225,,,0.5,1.375,1.23,,m²,,55.46,0.14,82.27782895
2021,MST00075,Mild steel,Sheet,,,0.5,mm,,,2450,1225,,,0.5,2.235,1.23,,m²,,55.46,0.14,133.7388711
2021,MST00076,Mild steel,Sheet,,,0.7,mm,,,2450,1225,,,0.7,0.66,1.23,,m²,,68.38,0.14,48.69375789
2021,MST00076,Mild steel,Sheet,,,0.7,mm,,,2450,1225,,,0.7,0,0,,m²,,68.38,0.14,0
2021,MST00076,Mild steel,Sheet,,,0.7,mm,,,2450,1225,,,0.7,0,0,2,m²,,68.38,0.14,360.044693
2021,MST00077,Mild steel,Sheet,,,0.9,mm,,,2450,1225,,,0.9,0,0,3,m²,,107.71,0.14,850.6964145
2021,MST00077,Mild steel,Sheet,,,0.9,mm,,,2450,1225,,,0.9,0,0,,m²,,107.71,0.14,0
2021,MST00078,Mild steel,Sheet,,,1,mm,,,2450,1225,,,1,0.86,0.825,,m²,0.7095,125.77,0.14,0
2021,MST00078,Mild steel,Sheet,,,1,mm,,,2450,1225,,,1,0.76,0.72,,m²,0.5472,125.77,0.14,0
2021,MST00079,Mild steel,Sheet,,,1.2,mm,,,2450,1225,,,1.2,2.45,1.23,,m²,,0,0.14,0
2021,MST00079,Mild steel,Sheet,,,1.2,mm,,,2450,1225,,,1.2,1.25,1.74,,m²,,141.64,0.14,270.2342105
2021,MST00080,Mild steel,Sheet,,,1.5,mm,,,2450,1225,,,1.5,2.45,1.23,,m²,,123.29,0.14,325.9073816
2021,MST00081,Mild steel,Sheet,,,1.6,mm,,,2450,1225,,,1.6,1.04,0.91,,m²,,186.61,0.14,154.9190386
2021,MST00081,Mild steel,Sheet,,,1.6,mm,,,2450,1225,,,1.6,1.735,0.73,,m²,,186.61,0.14,207.3253469
2021,MST00081,Mild steel,Sheet,,,1.6,mm,,,2450,1225,,,1.6,0,0,,m²,,186.61,0.14,0
2021,MST00081,Mild steel,Sheet,,,1.6,mm,,,2450,1225,,,1.6,0,0,,m²,,186.61,0.14,0
2021,MST00081,Mild steel,Sheet,,,1.6,mm,,,2450,1225,,,1.6,0,0,,m²,,186.61,0.14,0
2021,MST00081,Mild steel,Sheet,,,1.6,mm,,,2450,1225,,,1.6,0,0,,m²,,186.61,0.14,0
2021,MST00082,Mild steel,Sheet,,,1.7,mm,,,2450,1225,,,1.7,1.33,1.23,,m²,1.6359,189.92,0.14,0
2021,MST00083,Mild steel,Sheet,,,3,mm,,,2450,1225,,,3,1.74,1.23,,m²,,316.79,0.14,594.7315421
2021,PSP00013,Perspex,Sheet,,,1,mm,,,3050,2030,,,1,1.84,1.245,,m²,,127.32,0.14,255.8461895
2021,PSP00014,Perspex,Sheet,,,1.5,mm,,,3050,2030,,,1.5,0.69,0.81,,m²,,127.32,0.14,62.42030526
2021,PSP00014,Perspex,Sheet,,,1.5,mm,,,3050,2030,,,1.5,2.055,3.055,,m²,,127.32,0.14,701.1562658
2021,PSP00015,Perspex,Sheet,,,2,mm,,,3050,2030,,,2,2.05,0.65,,m²,,351.73,0.14,411.1230044
2021,PSP00015,Perspex,Sheet,,,2,mm,,,3050,2030,,,2,2.05,0.65,,m²,,351.73,0.14,411.1230044
2021,PSP00015,Perspex,Sheet,,,2,mm,,,3050,2030,,,2,2.05,0.65,,m²,,351.73,0.14,411.1230044
2021,PSP00015,Perspex,Sheet,,,2,mm,,,3050,2030,,,2,1.7,0.6,,m²,,351.73,0.14,314.7057895
2021,PSP00015,Perspex,Sheet,,,2,mm,,,3050,2030,,,2,1.7,0.6,,m²,,351.73,0.14,314.7057895
2021,PSP00015,Perspex,Sheet,,,2,mm,,,3050,2030,,,2,1.525,0.3,,m²,,351.73,0.14,141.1548026
