M_Year,M_Material_Item_ID,M_Material_Type,M_Material_Item_Category,M_Material_Item_Detail_1,M_Material_Item_Detail_2,M_Material_Item_Size,M_Material_Item_Size_Unit_Of_Measure,M_Material_Item_Size_Note,M_Material_Item_Standard_Length_mm,M_Material_Item_Standard_Width_or_Diameter_mm,M_Material_Item_Standard_Height_mm,M_Material_Item_Standard_Interior_Diameter_mm,M_Material_Item_Standard_Thinkness_or_Wall_mm,M_Material_Item_Quantity_Unit_of_Measure,M_Material_Group,IBPT_ID,ErrorCode,ErrorColumn,ErrorDescription
2021,BRS00048,Brass,Sheet,Engraving,*None,2,mm,*None,600.00,2000.00,-1.00,-1.00,2.00,m²,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00086,Mild steel,Tubing,Rectangular,*None,26 x 12 x 1.6,mm,*None,-1.00,26.00,12.00,-1.00,1.60,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,SST00023,Stainless steel,Bar,Round,*None,20,mm,*None,-1.00,20.00,-1.00,-1.00,-1.00,m,Stainless steel,5,-1071607683,0,The data value violates integrity constraints.

2021,ELT00002,Ertalyte,Rod,*None,*None,40,mm,*None,-1.00,40.00,-1.00,-1.00,-1.00,m,Ertalon/Vescolene,5,-1071607683,0,The data value violates integrity constraints.

2021,SST00054,Stainless steel,Tubing,Dairy,*None,22 x 1.5,mm,*None,-1.00,22.00,-1.00,-1.00,1.50,m,Stainless steel,5,-1071607683,0,The data value violates integrity constraints.

2021,BRS00066,Brass,Tubing,Round,*None,38.1 x 3.3,mm,*None,-1.00,38.10,-1.00,34.80,3.30,m,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00003,Aluminium,Angle iron,*None,*None,19.3 x 19.3 x 3.4,mm,*None,-1.00,19.30,19.30,-1.00,3.40,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00036,Mild steel,Bar,Flat,*None,90 x 12,mm,*None,-1.00,90.00,-1.00,-1.00,12.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,TFL00004,Teflon,Bar,Round,*None,10,mm,*None,-1.00,10.00,-1.00,-1.00,-1.00,m,Tufnol/Teflon,5,-1071607683,0,The data value violates integrity constraints.

2021,VNT00002,Vesconite,Rod,*None,*None,18,mm,*None,-1.00,18.00,-1.00,-1.00,-1.00,m,Ertalon/Vescolene,5,-1071607683,0,The data value violates integrity constraints.

2021,BRS00045,Brass,Sheet,Engraving,*None,0.8,mm,*None,600.00,2000.00,-1.00,-1.00,.80,m²,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,PTL00007,Polyethylene,Sheet,*None,*None,50,mm,*None,2000.00,1000.00,-1.00,-1.00,50.00,m²,Polyethylene,5,-1071607683,0,The data value violates integrity constraints.

2021,PSP00013,Perspex,Sheet,*None,*None,1,mm,*None,3050.00,2030.00,-1.00,-1.00,1.00,m²,Perspex,5,-1071607683,0,The data value violates integrity constraints.

2021,CPR00001,Copper,Bar,Flat,*None,15.2 x 3.2,mm,*None,-1.00,15.20,-1.00,-1.00,3.20,m,Copper,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00029,Mild steel,Bar,Flat,*None,50 x 6,mm,*None,-1.00,50.00,-1.00,-1.00,6.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00056,Aluminium,Sheet,*None,*None,16,mm,*None,2500.00,1250.00,-1.00,-1.00,16.00,m²,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,PTL00005,Polyethylene,Sheet,*None,*None,15,mm,*None,2000.00,1000.00,-1.00,-1.00,15.00,m²,Polyethylene,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00012,Mild steel,Angle iron,*None,*None,60 x 60 x 6,mm,*None,-1.00,60.00,60.00,-1.00,6.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00012,Glass,Cone,Langpunt,*None,19,*None,*None,-1.00,-1.00,-1.00,-1.00,-1.00,each,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,PSP00002,Perspex,Rod,*None,*None,8,mm,*None,-1.00,8.00,-1.00,-1.00,-1.00,m,Perspex,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00081,Glass,Tubing,Boro,*None,19 x 2.5,mm,*None,-1.00,19.00,-1.00,-1.00,2.50,m,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00067,Aluminium,Tubing,Round,*None,18.8 x 1.6,mm,*None,-1.00,18.80,-1.00,17.20,1.60,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00010,Mild steel,Angle iron,*None,*None,50 x 50 x 6,mm,*None,-1.00,50.00,50.00,-1.00,6.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,BRS00038,Brass,Bar,Round,*None,45,mm,*None,-1.00,45.00,-1.00,-1.00,-1.00,m,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00086,Aluminium,Tubing,Round,*None,51 x 2.2,mm,*None,-1.00,51.00,-1.00,48.80,2.20,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,TFN00005,Tufnol,Sheet,*None,*None,3.2,mm,*None,-1.00,-1.00,-1.00,-1.00,3.20,m²,Tufnol/Teflon,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00117,Glass,Tubing,Screw thread,*None,GL 14,*None,*None,-1.00,-1.00,-1.00,-1.00,-1.00,each,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,SST00033,Stainless steel,Bar,Round,*None,65,mm,*None,-1.00,65.00,-1.00,-1.00,-1.00,m,Stainless steel,5,-1071607683,0,The data value violates integrity constraints.

2021,PCN00002,Polycarbonate,Sheet,*None,*None,1,mm,*None,3050.00,2050.00,-1.00,-1.00,1.00,m²,Perspex,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00109,Glass,Tubing,Boro,*None,70 x 2.2,mm,*None,-1.00,70.00,-1.00,-1.00,2.20,m,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00111,Glass,Tubing,Boro,*None,85 x 2.5,mm,*None,-1.00,85.00,-1.00,-1.00,2.50,m,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,PSP00046,Perspex,Tubing,Round,*None,100 x 90 x 5,mm,*None,-1.00,100.00,-1.00,90.00,5.00,m,Perspex,5,-1071607683,0,The data value violates integrity constraints.

2021,BRS00069,Brass,Tubing,Round,*None,44.5 x 3.3,mm,*None,-1.00,44.50,-1.00,41.20,3.30,m,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,SST00082,Stainless steel,Tubing,Round,*None,12 x 1.2,mm,*None,-1.00,12.00,-1.00,10.80,1.20,m,Stainless steel,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00017,Aluminium,Bar,Hexagon,*None,13,mm,*None,-1.00,13.00,-1.00,-1.00,-1.00,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,BRS00065,Brass,Tubing,Round,*None,31.8 x 2,mm,*None,-1.00,31.80,-1.00,29.80,2.00,m,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00053,Mild steel,Bar,Round,Bright,20,mm,*None,-1.00,20.00,-1.00,-1.00,-1.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,SST00022,Stainless steel,Bar,Round,*None,16,mm,*None,-1.00,16.00,-1.00,-1.00,-1.00,m,Stainless steel,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00068,Mild steel,Bar,Square,*None,19 x 19,mm,*None,-1.00,19.00,19.00,-1.00,-1.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00069,Mild steel,Bar,Square,*None,20 x 20,mm,*None,-1.00,20.00,20.00,-1.00,-1.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00106,Mild steel,Tubing,Round,*None,57.5 x 54 x 1.75,mm,*None,-1.00,57.50,-1.00,54.00,1.75,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00052,Mild steel,Bar,Round,Bright,16,mm,*None,-1.00,16.00,-1.00,-1.00,-1.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00058,Aluminium,Sheet,*None,*None,25,mm,*None,2500.00,1250.00,-1.00,-1.00,25.00,m²,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,PSP00021,Perspex,Sheet,*None,*None,10,mm,*None,3050.00,2030.00,-1.00,-1.00,10.00,m²,Perspex,5,-1071607683,0,The data value violates integrity constraints.

2021,BRS00061,Brass,Tubing,Round,*None,19 x 3.3,mm,*None,-1.00,19.00,-1.00,15.70,3.30,m,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,SST00030,Stainless steel,Bar,Round,*None,38,mm,*None,-1.00,38.00,-1.00,-1.00,-1.00,m,Stainless steel,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00030,Aluminium,Bar,Round,*None,40,mm,*None,-1.00,40.00,-1.00,-1.00,-1.00,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00062,Mild steel,Bar,Round,*None,10,mm,*None,-1.00,10.00,-1.00,-1.00,-1.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,PTL00002,Polyethylene,Bar,Round,*None,25,mm,*None,-1.00,25.00,-1.00,-1.00,-1.00,m,Polyethylene,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00040,Glass,Joint,Spherical,Cup,35,*None,*None,-1.00,-1.00,-1.00,-1.00,-1.00,each,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,BRS00016,Brass,Bar,Hexagon,*None,6.35,mm,*None,-1.00,6.35,-1.00,-1.00,-1.00,m,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,BRS00060,Brass,Tubing,Round,*None,15.9 x 1.2,mm,*None,-1.00,15.90,-1.00,14.70,1.20,m,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,TFN00011,Tufnol,Tubing,*None,*None,13 x 9,mm,*None,-1.00,13.00,-1.00,9.00,4.00,m,Tufnol/Teflon,5,-1071607683,0,The data value violates integrity constraints.

2021,SST00017,Stainless steel,Bar,Round,*None,6,mm,*None,-1.00,6.00,-1.00,-1.00,-1.00,m,Stainless steel,5,-1071607683,0,The data value violates integrity constraints.

2021,PTL00003,Polyethylene,Sheet,*None,*None,3,mm,*None,2000.00,1000.00,-1.00,-1.00,3.00,m²,Polyethylene,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00097,Aluminium,Tubing,Square,*None,19.2 x 19.2 x 1.9,mm,*None,-1.00,19.20,19.20,-1.00,1.90,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,BRS00025,Brass,Bar,Round,*None,6,mm,*None,-1.00,6.00,-1.00,-1.00,-1.00,m,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,TFN00017,Tufnol,Tubing,*None,*None,38  x 25,mm,*None,-1.00,38.00,-1.00,25.00,13.00,m,Tufnol/Teflon,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00007,Aluminium,Angle iron,*None,*None,50.7 x 50.7 x 6.35,mm,*None,-1.00,50.70,50.70,-1.00,6.35,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00032,Mild steel,Bar,Flat,*None,60 x 6,mm,*None,-1.00,60.00,-1.00,-1.00,6.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00040,Mild steel,Bar,Hexagon,*None,11,mm,*None,-1.00,11.00,-1.00,-1.00,-1.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00059,Mild steel,Bar,Round,Bright,40,mm,*None,-1.00,40.00,-1.00,-1.00,-1.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,BRS00051,Brass,Sheet,*None,*None,6.5,mm,*None,2000.00,1000.00,-1.00,-1.00,6.50,m²,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00122,Glass,Valve,90°,Produran,0-4,mm,Passage,-1.00,-1.00,-1.00,-1.00,-1.00,each,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00033,Glass,Filter disc,Por 5,*None,50,mm,*None,-1.00,50.00,-1.00,-1.00,-1.00,each,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00034,Glass,Hose bent,*None,*None,GL 14,*None,*None,-1.00,-1.00,-1.00,-1.00,-1.00,each,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00014,Aluminium,Bar,Flat,*None,31.34 x 4.5,mm,*None,-1.00,31.34,-1.00,-1.00,4.50,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00015,Glass,Cone,Langpunt,*None,34,*None,*None,-1.00,-1.00,-1.00,-1.00,-1.00,each,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00024,Glass,Cone,*None,*None,45,*None,*None,-1.00,-1.00,-1.00,-1.00,-1.00,each,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,ELN00001,Ertalon,Rod,*None,*None,40,mm,*None,-1.00,40.00,-1.00,-1.00,-1.00,m,Ertalon/Vescolene,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00007,Glass,Clip,Spherical,Nickel,NS19,*None,*None,-1.00,-1.00,-1.00,-1.00,-1.00,each,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,PSP00039,Perspex,Tubing,Round,*None,64 x 58 x 3,mm,*None,-1.00,64.00,-1.00,58.00,3.00,m,Perspex,5,-1071607683,0,The data value violates integrity constraints.

2021,BRS00012,Brass,Bar,Flat,*None,75.38 x 15.55,mm,*None,-1.00,75.38,-1.00,-1.00,15.55,m,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00033,Mild steel,Bar,Flat,*None,60 x 8,mm,*None,-1.00,60.00,-1.00,-1.00,8.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,BRS00029,Brass,Bar,Round,*None,14,mm,*None,-1.00,14.00,-1.00,-1.00,-1.00,m,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,BRS00032,Brass,Bar,Round,*None,22,mm,*None,-1.00,22.00,-1.00,-1.00,-1.00,m,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,SST00035,Stainless steel,Bar,Square,*None,10 x 10,mm,*None,-1.00,10.00,10.00,-1.00,-1.00,m,Stainless steel,5,-1071607683,0,The data value violates integrity constraints.

2021,PVC00008,PVC,Rod,*None,*None,25,mm,*None,-1.00,25.00,-1.00,-1.00,-1.00,m,PVC,5,-1071607683,0,The data value violates integrity constraints.

2021,SST00071,Stainless steel,Tubing,Hydraulic,*None,17.3 x 12.5,mm,*None,-1.00,17.30,-1.00,-1.00,12.50,m,Stainless steel,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00087,Aluminium,Tubing,Round,*None,51 x 1.6,mm,*None,-1.00,51.00,-1.00,49.40,1.60,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,BRS00014,Brass,Bar,Flat,*None,76.5 x 6.7,mm,*None,-1.00,76.50,-1.00,-1.00,6.70,m,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00049,Mild steel,Bar,Round,Bright,8,mm,*None,-1.00,8.00,-1.00,-1.00,-1.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00082,Mild steel,Sheet,*None,*None,1.7,mm,*None,2450.00,1225.00,-1.00,-1.00,1.70,m²,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,PSP00015,Perspex,Sheet,*None,*None,2,mm,*None,3050.00,2030.00,-1.00,-1.00,2.00,m²,Perspex,5,-1071607683,0,The data value violates integrity constraints.

2021,SST00044,Stainless steel,Sheet,*None,*None,0.7,mm,*None,2500.00,1250.00,-1.00,-1.00,.70,m²,Stainless steel,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00065,Aluminium,Tubing,Round,*None,9.5 x 1.2,mm,*None,-1.00,9.50,-1.00,8.30,1.20,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00112,Aluminium,U channel,*None,*None,102 x 50.5 x 8,mm,*None,-1.00,102.00,50.50,-1.00,8.00,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,PVC00007,PVC,Rod,*None,*None,20,mm,*None,-1.00,20.00,-1.00,-1.00,-1.00,m,PVC,5,-1071607683,0,The data value violates integrity constraints.

2021,PPL00017,Polypropylene,Sheet,*None,*None,40,mm,*None,1000.00,2000.00,-1.00,-1.00,40.00,m²,Polypropylene,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00108,Mild steel,Tubing,Round,*None,60 x 52 x 4,mm,*None,-1.00,60.00,-1.00,52.00,4.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,TFN00020,Tufnol,Tubing,*None,*None,120 x 100,mm,*None,-1.00,120.00,-1.00,100.00,20.00,m,Tufnol/Teflon,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00010,Aluminium,Bar,Flat,*None,25.16 x 6.3,mm,*None,-1.00,25.16,-1.00,-1.00,6.30,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00061,Mild steel,Bar,Round,*None,8,mm,*None,-1.00,8.00,-1.00,-1.00,-1.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,TFN00001,Tufnol,Bar,Round,*None,50,mm,*None,-1.00,50.00,-1.00,-1.00,-1.00,m,Tufnol/Teflon,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00052,Aluminium,Sheet,*None,*None,6,mm,*None,2500.00,1250.00,-1.00,-1.00,6.00,m²,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00011,Glass,Cone,Langpunt,*None,14,*None,*None,-1.00,-1.00,-1.00,-1.00,-1.00,each,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,PSP00031,Perspex,Tubing,Round,*None,16 x 12 x 2,mm,*None,-1.00,16.00,-1.00,12.00,2.00,m,Perspex,5,-1071607683,0,The data value violates integrity constraints.

2021,PVC00028,PVC,Tubing,*None,*None,50 x 45 x 2.5,mm,*None,-1.00,50.00,-1.00,45.00,2.50,m,PVC,5,-1071607683,0,The data value violates integrity constraints.

2021,PTL00001,Polyethylene,Bar,Round,*None,20,mm,*None,-1.00,20.00,-1.00,-1.00,-1.00,m,Polyethylene,5,-1071607683,0,The data value violates integrity constraints.

2021,TFN00002,Tufnol,Bar,Round,*None,70,mm,*None,-1.00,70.00,-1.00,-1.00,-1.00,m,Tufnol/Teflon,5,-1071607683,0,The data value violates integrity constraints.

2021,VNT00006,Vesconite,Rod,*None,*None,40,mm,*None,-1.00,40.00,-1.00,-1.00,-1.00,m,Ertalon/Vescolene,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00044,Aluminium,Sheet,*None,*None,0.9,mm,*None,2500.00,1250.00,-1.00,-1.00,.90,m²,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,SST00028,Stainless steel,Bar,Round,*None,30,mm,*None,-1.00,30.00,-1.00,-1.00,-1.00,m,Stainless steel,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00103,Aluminium,Tubing,Square,*None,38.35 x 38.35 x 2.9,mm,*None,-1.00,38.35,38.35,-1.00,2.90,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00122,Mild steel,Tubing,Square,*None,38 x 38 x 1.6,mm,*None,-1.00,38.00,38.00,-1.00,1.60,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,VNL00002,Vesconylon,Rod,*None,*None,25,mm,*None,-1.00,25.00,-1.00,-1.00,-1.00,m,Ertalon/Vescolene,5,-1071607683,0,The data value violates integrity constraints.

2021,SST00041,Stainless steel,Sheet,Magnetic,Bright,0.8,mm,*None,-1.00,-1.00,-1.00,-1.00,.80,m²,Stainless steel,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00076,Mild steel,Sheet,*None,*None,0.7,mm,*None,2450.00,1225.00,-1.00,-1.00,.70,m²,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00092,Glass,Tubing,Boro,*None,36 x 2,mm,*None,-1.00,36.00,-1.00,-1.00,2.00,m,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,SST00066,Stainless steel,Tubing,Hydraulic,*None,6.35,mm,"(1/4"")",-1.00,6.35,-1.00,-1.00,-1.00,m,Stainless steel,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00035,Aluminium,Bar,Square,*None,9.5 x 9.5,mm,*None,-1.00,9.50,9.50,-1.00,-1.00,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00037,Aluminium,Bar,Square,*None,15.82 x 15.82,mm,*None,-1.00,15.82,15.82,-1.00,-1.00,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,PSP00004,Perspex,Rod,*None,*None,40,mm,*None,-1.00,40.00,-1.00,-1.00,-1.00,m,Perspex,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00123,Mild steel,Tubing,Square,*None,38 x 38 x 2,mm,*None,-1.00,38.00,38.00,-1.00,2.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00005,Aluminium,Angle iron,*None,*None,25.5 x 25.5 x 3.6,mm,*None,-1.00,25.50,25.50,-1.00,3.60,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00056,Mild steel,Bar,Round,Bright,25,mm,*None,-1.00,25.00,-1.00,-1.00,-1.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00082,Aluminium,Tubing,Round,*None,38.2 x 3.6,mm,*None,-1.00,38.20,-1.00,34.60,3.60,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,PPL00013,Polypropylene,Sheet,*None,*None,12,mm,*None,1000.00,2000.00,-1.00,-1.00,12.00,m²,Polypropylene,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00090,Mild steel,Tubing,Rectangular,*None,76 x 50 x 2,mm,*None,-1.00,76.00,50.00,-1.00,2.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,BRS00009,Brass,Bar,Flat,*None,38.46 x 4.8,mm,*None,-1.00,38.46,-1.00,-1.00,4.80,m,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00027,Mild steel,Bar,Flat,*None,40 x 8,mm,*None,-1.00,40.00,-1.00,-1.00,8.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00100,Glass,Tubing,Boro,*None,50 x 2.5,mm,*None,-1.00,50.00,-1.00,-1.00,2.50,m,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00088,Aluminium,Tubing,Round,*None,51 x 1.2,mm,*None,-1.00,51.00,-1.00,49.80,1.20,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,SST00031,Stainless steel,Bar,Round,*None,45,mm,*None,-1.00,45.00,-1.00,-1.00,-1.00,m,Stainless steel,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00028,Glass,Filter disc,Por 3,*None,20,mm,*None,-1.00,20.00,-1.00,-1.00,-1.00,each,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00060,Aluminium,Sheet,*None,*None,40,mm,*None,2500.00,1250.00,-1.00,-1.00,40.00,m²,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,SST00020,Stainless steel,Bar,Round,*None,12,mm,*None,-1.00,12.00,-1.00,-1.00,-1.00,m,Stainless steel,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00052,Glass,Socket,*None,*None,19,*None,*None,-1.00,-1.00,-1.00,-1.00,-1.00,each,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00127,Mild steel,Tubing,Square,*None,75 x 75 x 2,mm,*None,-1.00,75.00,75.00,-1.00,2.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,PVC00012,PVC,Rod,*None,*None,50,mm,*None,-1.00,50.00,-1.00,-1.00,-1.00,m,PVC,5,-1071607683,0,The data value violates integrity constraints.

2021,PSP00016,Perspex,Sheet,*None,*None,3,mm,*None,3050.00,2030.00,-1.00,-1.00,3.00,m²,Perspex,5,-1071607683,0,The data value violates integrity constraints.

2021,PTL00004,Polyethylene,Sheet,*None,*None,12,mm,*None,2000.00,1000.00,-1.00,-1.00,12.00,m²,Polyethylene,5,-1071607683,0,The data value violates integrity constraints.

2021,BRS00059,Brass,Tubing,Round,*None,12.7 x 1.6,mm,*None,-1.00,12.70,-1.00,11.10,1.60,m,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00105,Mild steel,Tubing,Round,*None,57 x 54 x 1.5,mm,*None,-1.00,57.00,-1.00,54.00,1.50,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00016,Mild steel,Bar,Flat,*None,20 x 3,mm,*None,-1.00,20.00,-1.00,-1.00,3.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,BRS00024,Brass,Bar,Round,*None,5,mm,*None,-1.00,5.00,-1.00,-1.00,-1.00,m,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,SST00040,Stainless steel,Sheet,Magnetic,Bright,0.5,mm,*None,-1.00,-1.00,-1.00,-1.00,.50,m²,Stainless steel,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00067,Glass,Tubing,Boro,*None,6 x 1.5,mm,*None,-1.00,6.00,-1.00,-1.00,1.50,m,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00101,Glass,Tubing,Boro,*None,52 x 2.5,mm,*None,-1.00,52.00,-1.00,-1.00,2.50,m,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00054,Mild steel,Bar,Round,Bright,22,mm,*None,-1.00,22.00,-1.00,-1.00,-1.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,BRS00030,Brass,Bar,Round,*None,16,mm,*None,-1.00,16.00,-1.00,-1.00,-1.00,m,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,VNT00005,Vesconite,Rod,*None,*None,35,mm,*None,-1.00,35.00,-1.00,-1.00,-1.00,m,Ertalon/Vescolene,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00031,Glass,Filter disc,Por 3,*None,65,mm,*None,-1.00,65.00,-1.00,-1.00,-1.00,each,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,BRS00047,Brass,Sheet,Engraving,*None,1.6,mm,*None,600.00,2000.00,-1.00,-1.00,1.60,m²,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00051,Aluminium,Sheet,*None,*None,4.5,mm,*None,2500.00,1250.00,-1.00,-1.00,4.50,m²,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00114,Mild steel,Tubing,Square,*None,19 x 19 x 1.6,mm,*None,-1.00,19.00,19.00,-1.00,1.60,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00126,Mild steel,Tubing,Square,*None,75 x 75 x 1.6,mm,*None,-1.00,75.00,75.00,-1.00,1.60,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,SST00032,Stainless steel,Bar,Round,*None,50,mm,*None,-1.00,50.00,-1.00,-1.00,-1.00,m,Stainless steel,5,-1071607683,0,The data value violates integrity constraints.

