ST_Transaction_ID,ST_Year,ST_Material_Item_ID,ST_Stock_Take_Comment,ST_Length_Measured_m,ST_Width_Measured_m,ST_Full_Units_Counted,ST_Quantity_Scrapped,ST_Unit_Price_incl_VAT,ST_Source_Quantity_on_Hand_Value_excl_VAT,ST_VAT_Decimal,ST_Length_Measured_Indicator,ST_Width_Measured_Indicator,ST_Full_Units_Counted_Indicator,ST_Material_Scrapped_Indicator,ST_Unit_Price_Available_Indicator,ST_VAT_Percentage,IBPT_ID,ErrorCode,ErrorColumn,ErrorDescription
ST2021346,2021,PSP00011,*None,.785,.740,,,440.15,224.28345179999999,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021347,2021,ALM00042,*None,2.020,.445,,,376.58,296.93663329999998,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021348,2021,ALM00042,*None,2.020,.445,,,376.58,296.93663329999998,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021349,2021,ALM00042,*None,2.020,.800,,,376.58,533.81866669999999,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021350,2021,ALM00042,*None,2.020,.800,,,376.58,533.81866669999999,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021351,2021,PSP00012,*None,.000,.000,,,360.92,0,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021352,2021,PSP00012,*None,.850,.455,,,397.53,134.8637961,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021353,2021,PSP00012,*None,1.955,1.370,,,397.53,933.96883820000005,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021354,2021,ALM00043,*None,2.500,1.250,3,,94.85,1040.0219300000001,.14,Length measured,Width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021355,2021,ALM00044,*None,2.380,1.250,,,120.38,314.14956139999998,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021356,2021,ALM00045,*None,2.310,1.250,,,126.38,320.10723680000001,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021357,2021,ALM00045,*None,2.370,1.250,,,126.38,328.42171050000002,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021358,2021,ALM00045,*None,2.500,1.250,,3.125,126.38,0,.14,Length measured,Width measured,No full units counted,Material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021359,2021,ALM00046,*None,2.500,1.250,2,,162.34,1335.0328950000001,.14,Length measured,Width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021360,2021,ALM00046,*None,1.580,1.250,,,162.34,281.24692979999998,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021361,2021,ALM00046,*None,2.065,1.250,,,162.34,367.57905699999998,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021362,2021,ALM00046,*None,2.500,1.250,,,162.34,110.36271929999999,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021363,2021,ALM00047,*None,1.250,1.035,,,228.90,259.77138159999998,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021364,2021,ALM00047,*None,2.070,1.250,,2.5874999999999999,228.90,0,.14,Length measured,Width measured,No full units counted,Material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021365,2021,ALM00047,*None,2.215,1.250,,2.7687499999999998,228.90,0,.14,Length measured,Width measured,No full units counted,Material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021366,2021,ALM00047,*None,2.500,1.250,,,228.90,627.46710529999996,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021367,2021,ALM00048,No Unit Price available,2.500,1.250,,,,0,.14,Length measured,Width measured,No full units counted,No material scrapped,No unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021368,2021,ALM00048,*None,1.155,.750,,0.86624999999999996,259.74,0,.14,Length measured,Width measured,No full units counted,Material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021369,2021,ALM00049,*None,1.455,1.250,,1.8187500000000001,346.56,0,.14,Length measured,Width measured,No full units counted,Material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021370,2021,ALM00049,*None,2.105,.810,,,346.56,518.33519999999999,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021371,2021,ALM00050,*None,.940,.750,,0.70499999999999996,386.69,0,.14,Length measured,Width measured,No full units counted,Material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021372,2021,ALM00051,*None,1.250,1.250,,,643.14,881.49671049999995,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021373,2021,ALM00052,*None,2.500,1.255,,,808.76,2225.8635960000001,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021374,2021,ALM00053,*None,1.185,.950,,,1386.00,1368.675,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021375,2021,ALM00054,*None,.225,.305,,,1660.98,99.986625000000004,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021376,2021,ALM00054,No Unit Price available,.460,.530,,,,0,.14,Length measured,Width measured,No full units counted,No material scrapped,No unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021377,2021,ALM00054,*None,1.740,1.270,,,1660.98,3219.6786000000002,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021378,2021,ALM00055,*None,.000,.000,,,1100.00,0,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021379,2021,ALM00056,*None,1.005,.690,,,1400.00,851.60526319999997,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021380,2021,ALM00057,*None,.175,.330,,5.7750000000000003E-2,1661.00,0,.14,Length measured,Width measured,No full units counted,Material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021381,2021,ALM00057,*None,.450,.410,,0.1845,2185.30,0,.14,Length measured,Width measured,No full units counted,Material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021382,2021,ALM00058,*None,.155,.255,,3.9524999999999998E-2,4359.24,0,.14,Length measured,Width measured,No full units counted,Material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021383,2021,ALM00058,*None,.475,.380,,0.18049999999999999,4359.24,0,.14,Length measured,Width measured,No full units counted,Material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021384,2021,ALM00059,*None,.300,.325,,,.00,0,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021385,2021,ALM00059,*None,.105,.175,,,.00,0,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021386,2021,ALM00060,*None,.190,.275,,,5244.73,240.3834583,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021387,2021,ALM00061,*None,.380,.455,,0.1729,6950.15,0,.14,Length measured,Width measured,No full units counted,Material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021388,2021,BRS00050,*None,.290,.125,,3.6249999999999998E-2,4357.65,0,.14,Length measured,Width measured,No full units counted,Material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021389,2021,BRS00050,*None,1.650,.900,,,4358.65,5677.7151320000003,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021390,2021,BRS00050,*None,.915,.690,,,4358.65,2413.8891910000002,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021391,2021,BRS00051,*None,1.800,.900,,,5643.00,8019,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021392,2021,BRS00052,*None,.495,.425,,,5643.00,1041.35625,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021393,2021,BRS00053,*None,1.800,.900,,,8527.20,12117.6,.14,Length measured,Width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.
